Entry	Protein names	Gene names	Organism	Entry name
Q99JR8	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 (60 kDa BRG-1/Brm-associated factor subunit B) (BRG1-associated factor 60B) (BAF60B)	Smarcd2 Baf60b	Mus musculus (Mouse)	SMRD2_MOUSE
Q9CW03	Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Basement membrane-associated chondroitin proteoglycan) (Bamacan) (Chondroitin sulfate proteoglycan 6) (Chromosome segregation protein SmcD) (Mad member-interacting protein 1)	Smc3 Bam Bmh Cspg6 Mmip1 Smc3l1 Smcd	Mus musculus (Mouse)	SMC3_MOUSE
P97496	SWI/SNF complex subunit SMARCC1 (BRG1-associated factor 155) (SWI/SNF complex 155 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1) (SWI3-related protein) (BAF155)	Smarcc1 Baf155 Srg3	Mus musculus (Mouse)	SMRC1_MOUSE
Q04692	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (EC 3.6.4.12) (ATP-dependent helicase SMARCAD1) (Enhancer trap locus homolog 1) (Etl-1)	Smarcad1 Etl1 Kiaa1122	Mus musculus (Mouse)	SMRCD_MOUSE
Q8CG46	Structural maintenance of chromosomes protein 5 (SMC protein 5) (SMC-5) (mSMC5) (Protein expressed in male leptotene and zygotene spermatocytes 453) (MLZ-453)	Smc5 Kiaa0594 Smc5l1	Mus musculus (Mouse)	SMC5_MOUSE
Q9D8T7	SRA stem-loop-interacting RNA-binding protein, mitochondrial	Slirp	Mus musculus (Mouse)	SLIRP_MOUSE
Q99MT6	Succinate receptor 1 (G-protein coupled receptor 91)	Sucnr1 Gpr91	Mus musculus (Mouse)	SUCR1_MOUSE
Q8K1A5	Transmembrane protein 41B (Protein stasimon)	Tmem41b D7Ertd743e Kiaa0033	Mus musculus (Mouse)	TM41B_MOUSE
Q9WTK7	Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1 homolog) (LKB1) (mLKB1)	Stk11 Lkb1	Mus musculus (Mouse)	STK11_MOUSE
Q9Z2W1	Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1)	Stk25 Sok1	Mus musculus (Mouse)	STK25_MOUSE
Q99JT2	Serine/threonine-protein kinase 26 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 4) (MST-4) (STE20-like kinase MST4) (Serine/threonine-protein kinase MST4)	Stk26 Mst4	Mus musculus (Mouse)	STK26_MOUSE
Q8CH02	SURP and G-patch domain-containing protein 1 (Splicing factor 4)	Sugp1 Sf4	Mus musculus (Mouse)	SUGP1_MOUSE
Q9DCI3	STARD3 N-terminal-like protein (MLN64 N-terminal domain homolog)	Stard3nl Mentho	Mus musculus (Mouse)	STR3N_MOUSE
Q9CYZ8	Single-stranded DNA-binding protein 2 (Sequence-specific single-stranded-DNA-binding protein 2)	Ssbp2 Ssdp2	Mus musculus (Mouse)	SSBP2_MOUSE
P31266	Recombining binding protein suppressor of hairless (J kappa-recombination signal-binding protein) (RBP-J kappa)	Rbpj Igkjrb1 Igkrsbp Rbpsuh	Mus musculus (Mouse)	SUH_MOUSE
Q91VJ4	Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1)	Stk38 Ndr1	Mus musculus (Mouse)	STK38_MOUSE
Q9Z2I8	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)	Suclg2	Mus musculus (Mouse)	SUCB2_MOUSE
Q9Z2I9	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	Sucla2	Mus musculus (Mouse)	SUCB1_MOUSE
Q9ERG2	Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen)	Strn3 Gs2na Sg2na	Mus musculus (Mouse)	STRN3_MOUSE
Q9Z1Z2	Serine-threonine kinase receptor-associated protein (UNR-interacting protein)	Strap Unrip	Mus musculus (Mouse)	STRAP_MOUSE
O88811	Signal transducing adapter molecule 2 (STAM-2) (Hrs-binding protein)	Stam2 Hbp	Mus musculus (Mouse)	STAM2_MOUSE
Q8BWF0	Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)	Aldh5a1	Mus musculus (Mouse)	SSDH_MOUSE
Q62441	Transducin-like enhancer protein 4 (Grg-4) (Groucho-related protein 4)	Tle4 Grg4	Mus musculus (Mouse)	TLE4_MOUSE
P62077	Mitochondrial import inner membrane translocase subunit Tim8 B (Deafness dystonia protein 2 homolog)	Timm8b Ddp2 Tim8b	Mus musculus (Mouse)	TIM8B_MOUSE
Q8C624	Spermatogenesis-associated protein 33	Spata33	Mus musculus (Mouse)	SPT33_MOUSE
P42225	Signal transducer and activator of transcription 1	Stat1	Mus musculus (Mouse)	STAT1_MOUSE
Q9R0R1	Melanotransferrin (Membrane-bound transferrin-like protein p97) (MTf) (CD antigen CD228)	Meltf Mfi2 Mtf	Mus musculus (Mouse)	TRFM_MOUSE
P14576	Signal recognition particle 54 kDa protein (SRP54) (EC 3.6.5.-)	Srp54	Mus musculus (Mouse)	SRP54_MOUSE
Q8CJ67	Double-stranded RNA-binding protein Staufen homolog 2	Stau2	Mus musculus (Mouse)	STAU2_MOUSE
Q91VM4	Protein spinster homolog 2	Spns2	Mus musculus (Mouse)	SPNS2_MOUSE
Q9DBG7	Signal recognition particle receptor subunit alpha (SR-alpha) (Docking protein alpha) (DP-alpha)	Srpra Srpr	Mus musculus (Mouse)	SRPRA_MOUSE
Q3U1N2	Sterol regulatory element-binding protein 2 (SREBP-2) (Sterol regulatory element-binding transcription factor 2) [Cleaved into: Processed sterol regulatory element-binding protein 2 (Transcription factor SREBF2)]	Srebf2 Srebp2	Mus musculus (Mouse)	SRBP2_MOUSE
P47758	Signal recognition particle receptor subunit beta (SR-beta)	Srprb	Mus musculus (Mouse)	SRPRB_MOUSE
Q9JM73	Serum response factor (SRF)	Srf	Mus musculus (Mouse)	SRF_MOUSE
Q6WKZ8	E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (N-recognin-2) (RING-type E3 ubiquitin transferase UBR2) (Ubiquitin-protein ligase E3-alpha-2) (Ubiquitin-protein ligase E3-alpha-II)	Ubr2 Kiaa0349	Mus musculus (Mouse)	UBR2_MOUSE
Q80UV9	Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250)	Taf1 Ccg1	Mus musculus (Mouse)	TAF1_MOUSE
Q91WQ3	Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]	Yars1 Yars	Mus musculus (Mouse)	SYYC_MOUSE
Q8C838	Trafficking regulator of GLUT4 1 (Dispanin subfamily B member 1) (DSPB1) (Tumor suppressor candidate 5 homolog)	Trarg1 Tusc5	Mus musculus (Mouse)	TARG1_MOUSE
Q7TN83	Synaptotagmin-16 (Synaptotagmin 14-like protein) (Synaptotagmin XIV-related protein)	Syt16 Strep14 Syt14l Syt14r	Mus musculus (Mouse)	SYT16_MOUSE
Q8C092	Transcription initiation factor TFIID subunit 5 (Transcription initiation factor TFIID 100 kDa subunit) (TAF(II)100) (TAFII-100) (TAFII100)	Taf5	Mus musculus (Mouse)	TAF5_MOUSE
P0DN89	Transmembrane protein 254	Tmem254a D14Ertd449e Tmem254	Mus musculus (Mouse)	T254A_MOUSE
Q920M7	Synaptotagmin-17 (Protein B/K) (Synaptotagmin XVII) (SytXVII)	Syt17 Bk	Mus musculus (Mouse)	SYT17_MOUSE
P30987	Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor)	Tbxa2r	Mus musculus (Mouse)	TA2R_MOUSE
P59530	Taste receptor type 2 member 7 (T2R7) (STC7-4) (T2R30) (T2R6) (mT2R42)	Tas2r7 Tas2r130 Tas2r6	Mus musculus (Mouse)	TA2R7_MOUSE
Q7M720	Taste receptor type 2 member 13 (T2R13) (Taste receptor type 2 member 121) (T2R121) (mT2R48)	Tas2r13 Tas2r121	Mus musculus (Mouse)	T2R13_MOUSE
Q6ZPF3	Rho guanine nucleotide exchange factor TIAM2 (SIF and TIAM1-like exchange factor) (T-lymphoma invasion and metastasis-inducing protein 2) (TIAM-2)	Tiam2 Kiaa2016 Stef	Mus musculus (Mouse)	TIAM2_MOUSE
Q8R3E3	WD repeat domain phosphoinositide-interacting protein 1 (WIPI-1) (WD40 repeat protein interacting with phosphoinositides of 49 kDa) (WIPI 49 kDa)	Wipi1 D11Ertd498e	Mus musculus (Mouse)	WIPI1_MOUSE
Q80W47	WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2)	Wipi2	Mus musculus (Mouse)	WIPI2_MOUSE
Q62293	T-cell-specific guanine nucleotide triphosphate-binding protein 1 (EC 3.6.5.-) (Interferon-gamma-inducible GTPase Ifggb5)	Tgtp1 Ifggb5 Irgb6 Mg21	Mus musculus (Mouse)	TGTP1_MOUSE
Q69ZU6	Thrombospondin type-1 domain-containing protein 7A [Cleaved into: Thrombospondin type-1 domain-containing protein 7A, soluble form]	Thsd7a Gm837 Kiaa0960	Mus musculus (Mouse)	THS7A_MOUSE
O88286	Protein Wiz (Widely-interspaced zinc finger-containing protein)	Wiz	Mus musculus (Mouse)	WIZ_MOUSE
Q3URK3	Methylcytosine dioxygenase TET1 (EC 1.14.11.n2) (CXXC-type zinc finger protein 6) (Ten-eleven translocation 1 gene protein homolog)	Tet1 Cxxc6 Kiaa1676	Mus musculus (Mouse)	TET1_MOUSE
P70325	T-box transcription factor TBX4 (T-box protein 4)	Tbx4	Mus musculus (Mouse)	TBX4_MOUSE
Q99ME7	T-box transcription factor TBX19 (T-box protein 19) (T-box factor, pituitary)	Tbx19 Tpit	Mus musculus (Mouse)	TBX19_MOUSE
Q9DA77	Testis-expressed protein 29	Tex29	Mus musculus (Mouse)	TEX29_MOUSE
Q3URQ0	Testis-expressed protein 10	Tex10	Mus musculus (Mouse)	TEX10_MOUSE
Q99PM3	Transcription initiation factor IIA subunit 1 (General transcription factor IIA subunit 1) [Cleaved into: Transcription initiation factor IIA alpha chain (TFIIA p35 subunit); Transcription initiation factor IIA beta chain (TFIIA p19 subunit)]	Gtf2a1	Mus musculus (Mouse)	TF2AA_MOUSE
Q5DP50	Protein Tex24 (Testis-expressed protein 24) (Testis-specific factor 1)	Tex24 TESF-1	Mus musculus (Mouse)	TEX24_MOUSE
Q14BK3	Testis-expressed protein 35 (Testis-specific conserved protein of 24 kDa)	Tex35 Tsc24	Mus musculus (Mouse)	TEX35_MOUSE
Q8BNE1	TRPM8 channel-associated factor 1 (TRP channel-associated factor 1)	Tcaf1 Fam115a Kiaa0738	Mus musculus (Mouse)	TCAF1_MOUSE
Q6QR59	TRPM8 channel-associated factor 3 (Experimental autoimmune prostatitis antigen 2)	Tcaf3 Eapa2 Fam115e	Mus musculus (Mouse)	TCAF3_MOUSE
Q8BJQ4	TIR domain-containing adapter molecule 2 (TICAM-2) (TRIF-related adapter molecule) (Toll/interleukin-1 receptor domain-containing protein)	Ticam2 Tirp Tram	Mus musculus (Mouse)	TCAM2_MOUSE
P27090	Transforming growth factor beta-2 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-2 (TGF-beta-2)]	Tgfb2	Mus musculus (Mouse)	TGFB2_MOUSE
Q8BZ33	Tensin-4	Tns4	Mus musculus (Mouse)	TENS4_MOUSE
P17125	Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-3 (TGF-beta-3)]	Tgfb3	Mus musculus (Mouse)	TGFB3_MOUSE
Q8K3F7	L-threonine 3-dehydrogenase, mitochondrial (EC 1.1.1.103)	Tdh	Mus musculus (Mouse)	TDH_MOUSE
Q8C5W3	Tubulin-specific chaperone cofactor E-like protein (Leucine-rich repeat-containing protein 35)	Tbcel Lrrc35	Mus musculus (Mouse)	TBCEL_MOUSE
Q6A039	TBC1 domain family member 12	Tbc1d12 Kiaa0608	Mus musculus (Mouse)	TBC12_MOUSE
Q8VCN9	Tubulin-specific chaperone C (Tubulin-folding cofactor C) (CFC)	Tbcc	Mus musculus (Mouse)	TBCC_MOUSE
Q80XC2	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A (EC 2.1.1.220) (mRNA methyladenosine-N(1)-methyltransferase catalytic subunit TRMT61A) (EC 2.1.1.-) (tRNA(m1A58)-methyltransferase subunit TRMT61A) (tRNA(m1A58)MTase subunit TRMT61A)	Trmt61a Trm61	Mus musculus (Mouse)	TRM61_MOUSE
P68372	Tubulin beta-4B chain (Tubulin beta-2C chain)	Tubb4b Tubb2c	Mus musculus (Mouse)	TBB4B_MOUSE
Q9CXF4	TBC1 domain family member 15 (GTPase-activating protein RAB7) (GAP for RAB7) (Rab7-GAP)	Tbc1d15	Mus musculus (Mouse)	TBC15_MOUSE
Q64727	Vinculin (Metavinculin)	Vcl	Mus musculus (Mouse)	VINC_MOUSE
Q8R5A6	TBC1 domain family member 22A	Tbc1d22a D15Ertd781e	Mus musculus (Mouse)	TB22A_MOUSE
Q9CRB6	Tubulin polymerization-promoting protein family member 3	Tppp3	Mus musculus (Mouse)	TPPP3_MOUSE
Q9Z2X2	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin)	Psmd10	Mus musculus (Mouse)	PSD10_MOUSE
Q9Z1X2	Phosphatidylserine synthase 2 (PSS-2) (PtdSer synthase 2) (EC 2.7.8.29) (Serine-exchange enzyme II)	Ptdss2 Pss2	Mus musculus (Mouse)	PTSS2_MOUSE
Q9JJW0	Peroxisomal membrane protein 4 (24 kDa peroxisomal intrinsic membrane protein)	Pxmp4 Pmp24	Mus musculus (Mouse)	PXMP4_MOUSE
P42669	Transcriptional activator protein Pur-alpha (Purine-rich single-stranded DNA-binding protein alpha)	Pura	Mus musculus (Mouse)	PURA_MOUSE
Q9D0P5	Pygopus homolog 1	Pygo1	Mus musculus (Mouse)	PYGO1_MOUSE
A0A338P6K9	Glutamine and serine-rich protein 1	Qser1	Mus musculus (Mouse)	QSER1_MOUSE
Q8BP92	Reticulocalbin-2 (Taipoxin-associated calcium-binding protein 49) (TCBP-49)	Rcn2	Mus musculus (Mouse)	RCN2_MOUSE
O89086	RNA-binding protein 3 (RNA-binding motif protein 3)	Rbm3	Mus musculus (Mouse)	RBM3_MOUSE
Q3U0S6	Ras-interacting protein 1 (Rain)	Rasip1	Mus musculus (Mouse)	RAIN_MOUSE
Q8C796	REST corepressor 2 (M-CoREST)	Rcor2	Mus musculus (Mouse)	RCOR2_MOUSE
P62849	40S ribosomal protein S24	Rps24	Mus musculus (Mouse)	RS24_MOUSE
P62862	40S ribosomal protein S30	Fau	Mus musculus (Mouse)	RS30_MOUSE
P62307	Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF)	Snrpf	Mus musculus (Mouse)	RUXF_MOUSE
Q3UFY4	Radial spoke head protein 3 homolog A (A-kinase anchor protein RSPH3A) (Radial spoke head-like protein 2A)	Rsph3a Rshl2 Rshl2a	Mus musculus (Mouse)	RSH3A_MOUSE
Q8BK72	28S ribosomal protein S27, mitochondrial (MRP-S27) (S27mt) (Mitochondrial ribosomal protein S27)	Mrps27	Mus musculus (Mouse)	RT27_MOUSE
Q62376	U1 small nuclear ribonucleoprotein 70 kDa (U1 snRNP 70 kDa) (U1-70K) (snRNP70)	Snrnp70 Snrp70	Mus musculus (Mouse)	RU17_MOUSE
Q62241	U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)	Snrpc Snrp1c	Mus musculus (Mouse)	RU1C_MOUSE
P57784	U2 small nuclear ribonucleoprotein A' (U2 snRNP A')	Snrpa1	Mus musculus (Mouse)	RU2A_MOUSE
Q9ES88	Solute carrier family 13 member 2 (Na(+)/dicarboxylate cotransporter 1) (NaDC-1) (Renal sodium/dicarboxylate cotransporter)	Slc13a2 Nadc1 Sdct1	Mus musculus (Mouse)	S13A2_MOUSE
Q03347	Runt-related transcription factor 1 (Acute myeloid leukemia 1 protein) (Core-binding factor subunit alpha-2) (CBF-alpha-2) (Oncogene AML-1) (Polyomavirus enhancer-binding protein 2 alpha B subunit) (PEA2-alpha B) (PEBP2-alpha B) (SL3-3 enhancer factor 1 alpha B subunit) (SL3/AKV core-binding factor alpha B subunit)	Runx1 Aml1 Cbfa2 Pebp2ab	Mus musculus (Mouse)	RUNX1_MOUSE
Q9CQI7	U2 small nuclear ribonucleoprotein B'' (U2 snRNP B'')	Snrpb2	Mus musculus (Mouse)	RU2B_MOUSE
Q921W8	Secreted and transmembrane protein 1A	Sectm1a	Mus musculus (Mouse)	SCT1A_MOUSE
Q99MR3	Solute carrier family 12 member 9 (Cation-chloride cotransporter-interacting protein 1) (Potassium-chloride transporter 9)	Slc12a9 Cip1 Slc12a8	Mus musculus (Mouse)	S12A9_MOUSE
E9Q401	Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)	Ryr2	Mus musculus (Mouse)	RYR2_MOUSE
Q5QD15	Trace amine-associated receptor 4 (TaR-4) (Trace amine receptor 4) (mTaar4) (2-phenylethylamine receptor)	Taar4 Gm226	Mus musculus (Mouse)	TAAR4_MOUSE
Q5QD14	Trace amine-associated receptor 5 (TaR-5) (Trace amine receptor 5) (mTaar5) (Trimethylamine receptor)	Taar5 Gm227	Mus musculus (Mouse)	TAAR5_MOUSE
Q5QD13	Trace amine-associated receptor 6 (TaR-6) (Trace amine receptor 6) (mTaar6)	Taar6 Gm228	Mus musculus (Mouse)	TAAR6_MOUSE
O55128	Histone deacetylase complex subunit SAP18 (18 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p18)	Sap18	Mus musculus (Mouse)	SAP18_MOUSE
Q5QD04	Trace amine-associated receptor 9 (TaR-9) (Trace amine receptor 9) (mTaar9)	Taar9	Mus musculus (Mouse)	TAAR9_MOUSE
Q91ZX6	Sentrin-specific protease 2 (EC 3.4.22.-) (Axam2) (SUMO-1 protease 1) (SuPr-1) (SUMO-1/Smt3-specific isopeptidase 2) (Smt3ip2) (Sentrin/SUMO-specific protease SENP2)	Senp2 Smt3ip2 Supr1	Mus musculus (Mouse)	SENP2_MOUSE
Q8CF89	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 1) (TGF-beta-activated kinase 1-binding protein 1) (TAK1-binding protein 1)	Tab1 Map3k7ip1	Mus musculus (Mouse)	TAB1_MOUSE
Q9D8F3	Solute carrier family 52, riboflavin transporter, member 2 (Porcine endogenous retrovirus A receptor 2 homolog) (PERV-A receptor 2 homolog) (Protein GPR172B) (Riboflavin transporter 1) (mRFT1)	Slc52a2 Gpr172b Rft1	Mus musculus (Mouse)	S52A2_MOUSE
Q8BUH8	Sentrin-specific protease 7 (EC 3.4.22.-) (SUMO-1-specific protease 2) (Sentrin/SUMO-specific protease SENP7)	Senp7 Kiaa1707 Susp2	Mus musculus (Mouse)	SENP7_MOUSE
Q9JJS0	Signal peptide, CUB and EGF-like domain-containing protein 2 (Protein CEGP1) (Scube/You)	Scube2 Cegp1	Mus musculus (Mouse)	SCUB2_MOUSE
Q60648	Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3) (SAP-3)	Gm2a	Mus musculus (Mouse)	SAP3_MOUSE
Q8VEB2	Protein salvador homolog 1 (45 kDa WW domain protein) (mWW45)	Sav1 Ww45 Wwp3	Mus musculus (Mouse)	SAV1_MOUSE
Q66PY1	Signal peptide, CUB and EGF-like domain-containing protein 3	Scube3	Mus musculus (Mouse)	SCUB3_MOUSE
Q9D2X5	MAU2 chromatid cohesion factor homolog (MAU-2) (Cohesin loading complex subunit SCC4 homolog)	Mau2 Kiaa0892 Scc4	Mus musculus (Mouse)	SCC4_MOUSE
Q9ET37	Solute carrier family 5 member 4A	Slc5a4a Sglt3a	Mus musculus (Mouse)	S5A4A_MOUSE
Q8C1B7	Septin-11	Septin11 D5Ertd606e Sept11	Mus musculus (Mouse)	SEP11_MOUSE
Q99N99	3-oxo-5-alpha-steroid 4-dehydrogenase 2 (EC 1.3.1.22) (5 alpha-SR2) (SR type 2) (Steroid 5-alpha-reductase 2) (S5AR 2)	Srd5a2 5art2	Mus musculus (Mouse)	S5A2_MOUSE
P61620	Protein transport protein Sec61 subunit alpha isoform 1 (Sec61 alpha-1)	Sec61a1 Sec61a	Mus musculus (Mouse)	S61A1_MOUSE
Q9CY86	Suppressor APC domain-containing protein 1 (Protein G7d)	Sapcd1 G7d Ng23	Mus musculus (Mouse)	SAPC1_MOUSE
Q9ERR7	Selenoprotein F (15 kDa selenoprotein)	Selenof Sep15	Mus musculus (Mouse)	SEP15_MOUSE
Q8VDB9	Sodium- and chloride-dependent transporter XTRP3A (IMINO-B) (Solute carrier family 6 member 20A) (X transporter protein 3 similar 1)	Slc6a20a Slc6a20 Xt3s1 Xtm3s1 Xtrp3s1	Mus musculus (Mouse)	S620A_MOUSE
O88575	Sodium- and chloride-dependent transporter XTRP3B (IMINO-K) (Solute carrier family 6 member 20B)	Slc6a20b Slc6a20 Xt3 Xtrp3	Mus musculus (Mouse)	S620B_MOUSE
Q8C6U2	Solute carrier family 66 member 3 (PQ-loop repeat-containing protein 3)	Slc66a3 Pqlc3	Mus musculus (Mouse)	S66A3_MOUSE
P31650	Sodium- and chloride-dependent GABA transporter 3 (GAT-3) (Sodium- and chloride-dependent GABA transporter 4) (GAT-4) (Solute carrier family 6 member 11)	Slc6a11 Gabt3 Gabt4 Gat-4 Gat3 Gat4	Mus musculus (Mouse)	S6A11_MOUSE
P0C5K1	Serine/threonine-protein kinase SBK2 (EC 2.7.11.1) (SH3-binding domain kinase family member 2) (Sugen kinase 69) (SgK069)	Sbk2 Sgk069	Mus musculus (Mouse)	SBK2_MOUSE
Q8CFE4	SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa)	Scyl2 Cvak104 D10Ertd802e	Mus musculus (Mouse)	SCYL2_MOUSE
Q9EQC5	N-terminal kinase-like protein (105 kDa kinase-like protein) (Mitosis-associated kinase-like protein NTKL) (SCY1-like protein 1)	Scyl1	Mus musculus (Mouse)	SCYL1_MOUSE
Q9JLI6	Selenocysteine lyase (mSCL) (EC 4.4.1.16)	Scly Scl	Mus musculus (Mouse)	SCLY_MOUSE
Q5U4D9	THO complex subunit 6 homolog (WD repeat-containing protein 58)	Thoc6 Wdr58	Mus musculus (Mouse)	THOC6_MOUSE
G5E861	Sodium channel and clathrin linker 1 (Sodium channel-associated protein 1)	Sclt1 Sap1	Mus musculus (Mouse)	SCLT1_MOUSE
Q80UK7	Spindle assembly abnormal protein 6 homolog	Sass6 Sas6	Mus musculus (Mouse)	SAS6_MOUSE
Q9JKD3	Secretory carrier-associated membrane protein 5 (Secretory carrier membrane protein 5)	Scamp5	Mus musculus (Mouse)	SCAM5_MOUSE
Q08189	Protein-glutamine gamma-glutamyltransferase E (EC 2.3.2.13) (Transglutaminase E) (TG(E)) (TGE) (TGase E) (Transglutaminase-3) (TGase-3) [Cleaved into: Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain]	Tgm3 Tgase3	Mus musculus (Mouse)	TGM3_MOUSE
Q9Z1F9	SUMO-activating enzyme subunit 2 (EC 2.3.2.-) (Anthracycline-associated resistance ARX) (Ubiquitin-like 1-activating enzyme E1B) (Ubiquitin-like modifier-activating enzyme 2)	Uba2 Sae2 Uble1b	Mus musculus (Mouse)	SAE2_MOUSE
Q62179	Semaphorin-4B (Semaphorin-C) (Sema C)	Sema4b Kiaa1745 Semac SemC	Mus musculus (Mouse)	SEM4B_MOUSE
Q7M729	Sodium channel subunit beta-4	Scn4b Gm1471	Mus musculus (Mouse)	SCN4B_MOUSE
Q9D8V7	Signal peptidase complex catalytic subunit SEC11C (EC 3.4.21.89) (Microsomal signal peptidase 21 kDa subunit) (SPase 21 kDa subunit) (SEC11 homolog C) (SEC11-like protein 3) (SPC21)	Sec11c Sec11l3 Spc21	Mus musculus (Mouse)	SC11C_MOUSE
Q60610	Rho guanine nucleotide exchange factor TIAM1 (T-lymphoma invasion and metastasis-inducing protein 1) (TIAM-1)	Tiam1 Tiam-1	Mus musculus (Mouse)	TIAM1_MOUSE
E9QAT4	Protein transport protein Sec16A (SEC16 homolog A) (p250)	Sec16a Kiaa0310 Sec16	Mus musculus (Mouse)	SC16A_MOUSE
O08547	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b)	Sec22b Sec22l1	Mus musculus (Mouse)	SC22B_MOUSE
Q8R127	Saccharopine dehydrogenase-like oxidoreductase (EC 1.-.-.-)	Sccpdh	Mus musculus (Mouse)	SCPDL_MOUSE
Q8K3D6	Solute carrier family 35 member E4	Slc35e4	Mus musculus (Mouse)	S35E4_MOUSE
P53783	Transcription factor SOX-1	Sox1 Sox-1	Mus musculus (Mouse)	SOX1_MOUSE
Q9WUZ7	SH3 domain-binding glutamic acid-rich protein (SH3BGR protein)	Sh3bgr	Mus musculus (Mouse)	SH3BG_MOUSE
O88908	Sterol O-acyltransferase 2 (EC 2.3.1.26) (Acyl-coenzyme A:cholesterol acyltransferase 2) (ACAT-2) (Cholesterol acyltransferase 2)	Soat2 Acact-2 Acat2	Mus musculus (Mouse)	SOAT2_MOUSE
Q9WU12	SNRPN upstream reading frame protein	Snurf	Mus musculus (Mouse)	SNURF_MOUSE
O35985	Submaxillary gland androgen-regulated protein 2, isoform gamma (Salivary protein MSG2, isoform gamma)	Smr2 Msg2 Vcs2	Mus musculus (Mouse)	SMR2C_MOUSE
Q8R5A0	N-lysine methyltransferase SMYD2 (EC 2.1.1.-) (Histone methyltransferase SMYD2) (EC 2.1.1.354) (SET and MYND domain-containing protein 2)	Smyd2	Mus musculus (Mouse)	SMYD2_MOUSE
O88816	Serotonin N-acetyltransferase (Serotonin acetylase) (EC 2.3.1.87) (Aralkylamine N-acetyltransferase) (AA-NAT)	Aanat Snat	Mus musculus (Mouse)	SNAT_MOUSE
Q62419	Endophilin-A2 (Endophilin-2) (SH3 domain protein 2B) (SH3 domain-containing GRB2-like protein 1) (SH3p8)	Sh3gl1 Sh3d2b	Mus musculus (Mouse)	SH3G1_MOUSE
Q6P4T1	Sorting nexin-19	Snx19 Kiaa0254	Mus musculus (Mouse)	SNX19_MOUSE
Q9CU62	Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Chromosome segregation protein SmcB) (Sb1.8)	Smc1a Sb1.8 Smc1 Smc1l1 Smcb	Mus musculus (Mouse)	SMC1A_MOUSE
